Date,Amount,Description,Keyword,Merchant,Category,Exception
19/9/19,-6.8,BlactownHospital BLACKTOWN NS AUS Card xx6201 Value Date: 15/09/2019,,,,
18/9/19,-344,RevenueNSW Fine NetBank BPAY 36848 89480071173338 PNLTYDUE20SEP19,,,,
18/9/19,-383.66,The Hills Shre Cncl NetBank BPAY 4374 2132454 CNCLRTSDUE8AUG19,,,,
18/9/19,-10,TOMTIN PTY LTD SYDNEY NS AUS Card xx6201 Value Date: 16/09/2019,Tomtin(UrbanTastyFood),Tomtin(UrbanTastyFood),Restaurant,
18/9/19,-82.57,COLES EXPRESS 1535 PENNANT HILLS AU AUS Card xx6201 Value Date: 15/09/2019,Coles,Coles,Groceries,
18/9/19,-8.99,COLES 0862 BLACKTOWN AU AUS Card xx6201 Value Date: 15/09/2019,Coles,Coles,Groceries,
17/9/19,3000,Transfer from xx4024 NetBank Save Back Sep19,xx4024,CBA-OffsetAccount,Saving,
17/9/19,-6.5,SQ *KAHII Sydney AU AUS Card xx6201 Value Date: 13/09/2019,,,,
15/9/19,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
14/9/19,-36.23,WOOLWORTHS 1561 KELLYVILLE AU Card xx6201,Woolworths,Woolworths,Groceries,
14/9/19,-80,L A STUDIOS WETHERILL PAR NS AUS Card xx6201 Value Date: 11/09/2019,,,,
13/9/19,-80,TRANSPORTFORNSW OPAL CHIPPENDALE AU Card xx6201,TransportForNSW,TransportForNSW,PublicTransport,
20/4/19,-138,SYDNEYS PLANT MARKET     ANNANGROVE  NSW,SydneyPlantMarket,SydneyPlantMarket,House-Gardening,
12/9/19,-55.67,FLOWER POWER PTY LTD GLENHAVEN AUS Card xx6201 Value Date: 07/09/2019,FlowerPower,FlowerPower,House-Gardening,
11/9/19,-60,VAHID BUTCHERY MERRYLANDS NS AUS Card xx6201 Value Date: 07/09/2019,,,,
9/9/19,-94.99,Direct Debit 142619 TPG Internet DJ981MHQTHC-03JWSW,TPG,TPG,Internet,
9/9/19,-286.98,Direct Debit 372582 Nissan Financial 00432222C025843374,Nissan,Nissan,Car,
9/9/19,-2048,Loan Repayment LN REPAY 697448517,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
9/9/19,-5000,Transfer to xx4024 NetBank Temp Saving Sep19,xx4024,CBA-OffsetAccount,Saving,
7/9/19,-104.54,SAFFRON RESTAURANT P MERRYLANDS AU Card xx6201,,,,
7/9/19,-98.71,WOOLWORTHS 1561 KELLYVILLE AU Card xx6201,Woolworths,Woolworths,Groceries,
7/9/19,-17.99,ALDI STORES - NORTH KE KELLYVILLE AU,Aldi,Aldi,Groceries,
7/9/19,199.99,Return ALDI STORES - NORTH KE KELLYVILLE AU Card xx6201,Aldi,Aldi,Groceries,
7/9/19,-287.07,ALDI STORES - NORTH KE KELLYVILLE AU,Aldi,Aldi,Groceries,
6/9/19,-27.75,ALDI STORES - NORTH KE KELLYVILLE AU Card xx6201,Aldi,Aldi,Groceries,
4/9/19,-100,Transfer to CBA A/c NetBank Notenava Expenses,,,,
4/9/19,-1000,Transfer to xx4024 NetBank Saving August,xx4024,CBA-OffsetAccount,Saving,
3/9/19,-80,TRANSPORTFORNSW OPAL CHIPPENDALE AU Card xx6201,TransportForNSW,TransportForNSW,PublicTransport,
3/9/19,-555.38,Transfer to xx2892 NetBank CRDTBLLDUE09SEP19,xx2892,CBA,CreditCardRepayment,
3/9/19,-10,TOMTIN PTY LTD SYDNEY NS AUS Card xx6201 Value Date: 30/08/2019,Tomtin(UrbanTastyFood),Tomtin(UrbanTastyFood),Restaurant,
3/9/19,-26.8,VELOCE EXPRESSO PL MASCOT NS AUS Card xx6201 Value Date: 29/08/2019,,,,
3/9/19,-62,Syd Aprt Intnl Carp50 Sydney NS AUS Card xx6201 Value Date: 29/08/2019,,,,
3/9/19,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
2/9/19,-46,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
2/9/19,10215.01,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
2/9/19,-135,Transfer to other Bank NetBank Pinkslip n Service,MicareCar,MicareCar,Car-Service,
2/9/19,1000,Transfer from xx0322 NetBank Save Back,Transferfromxx0322NetBank,NetBankSaver,Saving,
1/9/19,-6.47,Debit Interest,DebitInterest,DebitInterest,Interest,
30/8/19,-35,Direct Debit 085236 MISSION AU MISAUS2509034281,MissionAu,MissionAustrlia,Charity,
26/8/19,-286.98,Direct Debit 372582 Nissan Financial 00432222C025651527,Nissan,Nissan,Car,
21/8/19,-272.84,Direct Debit 279234 PAYPAL AUSTRALIA 1006403592153,paypal,Paypal,Paypal,
19/8/19,-2395,Loan Repayment LN REPAY 696849781,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
18/8/19,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
17/8/19,-35.7,POST AUSTRALIA SQUARSY SYDNEY WA AUS Card xx6201 Value Date: 14/08/2019,,,,
17/8/19,-55,KASART HAIR LINDFIELD NS AUS Card xx6201 Value Date: 14/08/2019,KasartHair,KasartHair,Beauty,
16/8/19,-46.5,GEORGES THE PIZZA SH STANHOPE GARD NS AUS Card xx6201 Value Date: 14/08/2019,,,,
16/8/19,-6,BUTTER SALT PEPPER SYDNEY NS AUS Card xx6201 Value Date: 14/08/2019,ButterSaltPepper,ButterSaltPepper,Restaurant,
16/8/19,-10,TOMTIN PTY LTD SYDNEY NS AUS Card xx6201 Value Date: 14/08/2019,Tomtin(UrbanTastyFood),Tomtin(UrbanTastyFood),Restaurant,
14/8/19,-8.4,TRANSPORTFORNSW OPAL CHIPPENDALE AU Card xx6201,TransportForNSW,TransportForNSW,PublicTransport,
14/8/19,-8.4,TRANSPORTFORNSW OPAL CHIPPENDALE AU Card xx6201,TransportForNSW,TransportForNSW,PublicTransport,
12/8/19,-306.98,Direct Debit 372582 Nissan Financial 00432222C025467728,Nissan,Nissan,Car,
8/8/19,-94.99,Direct Debit 142619 TPG Internet DJ880J06QEQ-03JWSW,,,,
8/8/19,-10,TOMTIN PTY LTD SYDNEY NS AUS Card xx6201 Value Date: 06/08/2019,Tomtin(UrbanTastyFood),Tomtin(UrbanTastyFood),Restaurant,
7/8/19,-2048,Loan Repayment LN REPAY 697448517,LoanRepayment,CBA-LoanRepayment,House-Mortgage,
6/8/19,-6,Transfer Fee,,,,
6/8/19,-35.04,IMT DE49370000000038001005 Bundesamt fue REF C218902235140 EUR 20.00000 Rate:0.5708,,,,
6/8/19,-9.95,SINDBAD KEBAB SYDNEY NS AUS Card xx6201 Value Date: 02/08/2019,SindbadKebab,SindbadKebab,Restaurant,
4/8/19,-500,Transfer to xx0322 NetBank ANNEXP,Transfertoxx0322NetBank,NetBankSaver,Saving,
1/8/19,-45,Direct Debit 316636 Telstra DDebit 2000636151613,Telstra,Telstra,Phone,
1/8/19,-4.48,Debit Interest,DebitInterest,DebitInterest,Interest,
1/8/19,-9.5,LIME ESPRESSO SANDWI SYDNEY NS AUS Card xx6201 Value Date: 30/07/2019,Lime,Lime,Restaurant,
31/7/19,-673.54,Transfer to xx2892 NetBank CRDTBLLDUE06AUG19,xx2892,CBA,CreditCardRepayment,
31/7/19,-2000,Transfer to xx4024 NetBank Regular Saving,xx4024,CBA-OffsetAccount,Saving,
31/7/19,-617.54,AGL SALES P/L NetBank BPAY 208868 70479339299404717733 AGLBLLJUL2019,AGL,AGL,Energy,
31/7/19,-89,Transfer to CBA A/c NetBank Music Band,,,,
31/7/19,10215,Direct Credit 421520 El Group El Salary,ElSalary,El,Salary,
31/7/19,-32,IMAN ZADEH SARABI BA MERRYLANDS NS AUS Card xx6201 Value Date: 27/07/2019,,,,
